-3, -1, 1
-3, -1, 3
-3, -1, 5
-3, -1, 7
-2, 1, 1
-2, 1, 3
-2, 1, 5
-2, 1, 7
-1, 3, 1
-1, 3, 3
-1, 3, 5
-1, 3, 7
0, 5, 1
0, 5, 3
0, 5, 5
0, 5, 7
-1, 5, 1
-1, 5, 3
-1, 5, 5
-1, 5, 7
-2, 5, 1
-2, 5, 3
-2, 5, 5
-2, 5, 7
-4, 5, 1
-4, 5, 3
-4, 5, 5
-4, 5, 7
-6, 5, 1
-6, 5, 3
-6, 5, 5
-6, 5, 7
-8, 5, 1
-8, 5, 3
-8, 5, 5
-8, 5, 7
